transaction_id,originator_account,beneficiary_account,originator_bank,beneficiary_bank,amount,timestamp,orig_tx_count,orig_total_amount,orig_avg_amount,orig_ml_rate,dataset_source
SAML_000695,SAML_ACC_0332,SAML_ACC_0243,BANK_C,BANK_A,1605.045,2024-01-15 11:30:00,10,308777.7,30877.77,0.0,saml_d
SAML_000696,SAML_ACC_0152,SAML_ACC_0367,BANK_C,BANK_B,5723.101,2024-01-15 12:00:00,13,266084.84,20468.064,0.2308,saml_d
SAML_000697,SAML_ACC_0282,SAML_ACC_0424,BANK_B,BANK_A,244.14757,2024-01-15 12:30:00,10,28255.94,2825.594,0.0,saml_d
SAML_000698,SAML_ACC_0020,SAML_ACC_0332,BANK_B,BANK_B,18921.498,2024-01-15 13:00:00,7,235890.52,33698.645,0.0,saml_d
SAML_000699,SAML_ACC_0137,SAML_ACC_0326,BANK_C,BANK_C,2059.4531,2024-01-15 13:30:00,12,47466.133,3955.5107,0.0,saml_d
SAML_000700,SAML_ACC_0471,SAML_ACC_0252,BANK_A,BANK_A,1047.911,2024-01-15 14:00:00,13,523167.94,40243.69,0.0,saml_d
SAML_000701,SAML_ACC_0359,SAML_ACC_0394,BANK_A,BANK_A,24294.82,2024-01-15 14:30:00,9,100621.51,11180.168,0.1111,saml_d
SAML_000702,SAML_ACC_0029,SAML_ACC_0322,BANK_B,BANK_C,728.7368,2024-01-15 15:00:00,7,22593.596,3227.6565,0.2857,saml_d
SAML_000703,SAML_ACC_0031,SAML_ACC_0376,BANK_C,BANK_C,178.23045,2024-01-15 15:30:00,13,181973.78,13997.984,0.0,saml_d
SAML_000704,SAML_ACC_0019,SAML_ACC_0493,BANK_C,BANK_A,132.52107,2024-01-15 16:00:00,12,247790.11,20649.176,0.1667,saml_d
SAML_000705,SAML_ACC_0148,SAML_ACC_0409,BANK_B,BANK_A,10016.81,2024-01-15 16:30:00,9,66127.875,7347.5415,0.3333,saml_d
SAML_000706,SAML_ACC_0471,SAML_ACC_0199,BANK_A,BANK_A,230.24438,2024-01-15 17:00:00,13,523167.94,40243.69,0.0,saml_d
SAML_000707,SAML_ACC_0491,SAML_ACC_0488,BANK_B,BANK_B,99666.84,2024-01-15 17:30:00,10,121181.21,12118.121,0.3,saml_d
SAML_000708,SAML_ACC_0283,SAML_ACC_0343,BANK_B,BANK_A,46.346287,2024-01-15 18:00:00,14,177990.88,12713.634,0.0714,saml_d
SAML_000709,SAML_ACC_0350,SAML_ACC_0240,BANK_C,BANK_A,88690.914,2024-01-15 18:30:00,13,291668.12,22436.01,0.0769,saml_d
SAML_000710,SAML_ACC_0341,SAML_ACC_0139,BANK_B,BANK_C,4546.145,2024-01-15 19:00:00,9,243437.48,27048.611,0.1111,saml_d
SAML_000711,SAML_ACC_0300,SAML_ACC_0122,BANK_A,BANK_C,2456.6987,2024-01-15 19:30:00,7,27107.836,3872.5483,0.0,saml_d
SAML_000712,SAML_ACC_0163,SAML_ACC_0420,BANK_B,BANK_B,1002.4094,2024-01-15 20:00:00,10,433065.12,43306.508,0.0,saml_d
SAML_000713,SAML_ACC_0113,SAML_ACC_0049,BANK_C,BANK_C,6622.7915,2024-01-15 20:30:00,12,219888.84,18324.07,0.0,saml_d
SAML_000714,SAML_ACC_0455,SAML_ACC_0304,BANK_A,BANK_A,2764.8193,2024-01-15 21:00:00,8,122114.52,15264.315,0.0,saml_d
SAML_000715,SAML_ACC_0150,SAML_ACC_0115,BANK_C,BANK_A,27081.436,2024-01-15 21:30:00,7,103001.086,14714.44,0.1429,saml_d
SAML_000716,SAML_ACC_0330,SAML_ACC_0343,BANK_B,BANK_B,3746.0427,2024-01-15 22:00:00,11,169612.38,15419.308,0.0,saml_d
SAML_000717,SAML_ACC_0255,SAML_ACC_0251,BANK_B,BANK_C,4026.3015,2024-01-15 22:30:00,8,137308.83,17163.604,0.0,saml_d
SAML_000718,SAML_ACC_0087,SAML_ACC_0491,BANK_B,BANK_C,1440.5432,2024-01-15 23:00:00,13,26896.115,2068.932,0.0769,saml_d
SAML_000719,SAML_ACC_0399,SAML_ACC_0007,BANK_C,BANK_C,2660.0728,2024-01-15 23:30:00,19,67009.98,3526.8408,0.0526,saml_d
SAML_000720,SAML_ACC_0350,SAML_ACC_0219,BANK_B,BANK_B,5517.077,2024-01-16 00:00:00,13,291668.12,22436.01,0.0769,saml_d
SAML_000721,SAML_ACC_0098,SAML_ACC_0077,BANK_A,BANK_C,97.48156,2024-01-16 00:30:00,8,48254.46,6031.8076,0.0,saml_d
SAML_000722,SAML_ACC_0397,SAML_ACC_0179,BANK_A,BANK_C,201.06519,2024-01-16 01:00:00,8,211879.8,26484.975,0.25,saml_d
SAML_000723,SAML_ACC_0132,SAML_ACC_0145,BANK_C,BANK_C,13180.954,2024-01-16 01:30:00,6,65773.484,10962.247,0.0,saml_d
SAML_000724,SAML_ACC_0466,SAML_ACC_0416,BANK_C,BANK_A,4195.345,2024-01-16 02:00:00,15,484562.22,32304.146,0.0,saml_d
SAML_000725,SAML_ACC_0312,SAML_ACC_0154,BANK_C,BANK_B,2063.241,2024-01-16 02:30:00,9,31762.06,3529.118,0.2222,saml_d
SAML_000726,SAML_ACC_0407,SAML_ACC_0121,BANK_B,BANK_A,3092.9106,2024-01-16 03:00:00,11,112554.74,10232.249,0.0,saml_d
SAML_000727,SAML_ACC_0097,SAML_ACC_0124,BANK_A,BANK_B,5973.9487,2024-01-16 03:30:00,12,1028135.44,85677.95,0.1667,saml_d
SAML_000728,SAML_ACC_0098,SAML_ACC_0150,BANK_A,BANK_C,1012.8067,2024-01-16 04:00:00,8,48254.46,6031.8076,0.0,saml_d
SAML_000729,SAML_ACC_0290,SAML_ACC_0397,BANK_A,BANK_A,628.53424,2024-01-16 04:30:00,16,438144.22,27384.014,0.0,saml_d
SAML_000730,SAML_ACC_0356,SAML_ACC_0381,BANK_C,BANK_C,4410.267,2024-01-16 05:00:00,9,39192.863,4354.7627,0.0,saml_d
SAML_000731,SAML_ACC_0227,SAML_ACC_0268,BANK_C,BANK_C,421.26178,2024-01-16 05:30:00,7,19916.824,2845.2605,0.2857,saml_d
SAML_000732,SAML_ACC_0145,SAML_ACC_0327,BANK_B,BANK_B,6744.6543,2024-01-16 06:00:00,18,105135.664,5840.87,0.0,saml_d
SAML_000733,SAML_ACC_0156,SAML_ACC_0001,BANK_C,BANK_C,98.97159,2024-01-16 06:30:00,18,1956351.0,108686.17,0.0556,saml_d
SAML_000734,SAML_ACC_0270,SAML_ACC_0161,BANK_A,BANK_A,23349.043,2024-01-16 07:00:00,9,53299.68,5922.1865,0.1111,saml_d
SAML_000735,SAML_ACC_0162,SAML_ACC_0244,BANK_B,BANK_B,7670.944,2024-01-16 07:30:00,9,29852.615,3316.9573,0.0,saml_d
SAML_000736,SAML_ACC_0112,SAML_ACC_0375,BANK_C,BANK_B,4974.397,2024-01-16 08:00:00,20,203927.31,10196.365,0.1,saml_d
SAML_000737,SAML_ACC_0331,SAML_ACC_0398,BANK_C,BANK_A,21277.0,2024-01-16 08:30:00,14,563401.4,40242.957,0.0,saml_d
SAML_000738,SAML_ACC_0185,SAML_ACC_0251,BANK_A,BANK_C,83362.086,2024-01-16 09:00:00,12,164015.66,13667.972,0.1667,saml_d
SAML_000739,SAML_ACC_0205,SAML_ACC_0367,BANK_B,BANK_C,22668.693,2024-01-16 09:30:00,12,595005.9,49583.824,0.0,saml_d
SAML_000740,SAML_ACC_0097,SAML_ACC_0064,BANK_C,BANK_C,75.05728,2024-01-16 10:00:00,12,1028135.44,85677.95,0.1667,saml_d
SAML_000741,SAML_ACC_0377,SAML_ACC_0299,BANK_C,BANK_C,230.63724,2024-01-16 10:30:00,4,22432.047,5608.0117,0.0,saml_d
SAML_000742,SAML_ACC_0055,SAML_ACC_0248,BANK_B,BANK_C,854.3687,2024-01-16 11:00:00,10,193535.16,19353.516,0.1,saml_d
SAML_000743,SAML_ACC_0450,SAML_ACC_0442,BANK_B,BANK_B,3140.6406,2024-01-16 11:30:00,20,205743.94,10287.197,0.1,saml_d
SAML_000744,SAML_ACC_0482,SAML_ACC_0297,BANK_C,BANK_B,8394.383,2024-01-16 12:00:00,14,299242.47,21374.463,0.0714,saml_d
SAML_000745,SAML_ACC_0117,SAML_ACC_0465,BANK_C,BANK_A,698.2047,2024-01-16 12:30:00,13,70502.86,5423.297,0.0,saml_d
SAML_000746,SAML_ACC_0093,SAML_ACC_0452,BANK_A,BANK_C,4330.9126,2024-01-16 13:00:00,10,294130.88,29413.088,0.2,saml_d
SAML_000747,SAML_ACC_0293,SAML_ACC_0115,BANK_B,BANK_C,658.0192,2024-01-16 13:30:00,14,1410773.9,100769.56,0.1429,saml_d
SAML_000748,SAML_ACC_0452,SAML_ACC_0295,BANK_C,BANK_C,877.40125,2024-01-16 14:00:00,10,171878.9,17187.89,0.0,saml_d
SAML_000749,SAML_ACC_0204,SAML_ACC_0001,BANK_C,BANK_A,178.8733,2024-01-16 14:30:00,9,94342.0,10482.444,0.2222,saml_d
SAML_000750,SAML_ACC_0282,SAML_ACC_0041,BANK_C,BANK_C,470.37653,2024-01-16 15:00:00,10,28255.94,2825.594,0.0,saml_d
SAML_000751,SAML_ACC_0189,SAML_ACC_0173,BANK_C,BANK_B,199.66296,2024-01-16 15:30:00,13,418992.97,32230.227,0.0,saml_d
SAML_000752,SAML_ACC_0476,SAML_ACC_0088,BANK_A,BANK_C,423.37296,2024-01-16 16:00:00,11,253326.92,23029.72,0.0909,saml_d
SAML_000753,SAML_ACC_0323,SAML_ACC_0482,BANK_B,BANK_A,24520.96,2024-01-16 16:30:00,8,396037.75,49504.72,0.25,saml_d
SAML_000754,SAML_ACC_0084,SAML_ACC_0098,BANK_C,BANK_B,446.3941,2024-01-16 17:00:00,10,38125.285,3812.5283,0.1,saml_d
SAML_000755,SAML_ACC_0458,SAML_ACC_0088,BANK_B,BANK_B,576519.3,2024-01-16 17:30:00,10,646954.75,64695.477,0.0,saml_d
SAML_000756,SAML_ACC_0180,SAML_ACC_0251,BANK_B,BANK_B,7995.513,2024-01-16 18:00:00,15,344616.0,22974.4,0.0,saml_d
SAML_000757,SAML_ACC_0274,SAML_ACC_0335,BANK_C,BANK_C,4314.2217,2024-01-16 18:30:00,14,168563.9,12040.279,0.1429,saml_d
SAML_000758,SAML_ACC_0181,SAML_ACC_0465,BANK_C,BANK_A,535.54474,2024-01-16 19:00:00,9,45158.33,5017.592,0.1111,saml_d
SAML_000759,SAML_ACC_0447,SAML_ACC_0141,BANK_C,BANK_A,12095.875,2024-01-16 19:30:00,16,253797.45,15862.341,0.0625,saml_d
SAML_000760,SAML_ACC_0181,SAML_ACC_0071,BANK_A,BANK_C,942.6776,2024-01-16 20:00:00,9,45158.33,5017.592,0.1111,saml_d
SAML_000761,SAML_ACC_0283,SAML_ACC_0137,BANK_C,BANK_A,3804.8035,2024-01-16 20:30:00,14,177990.88,12713.634,0.0714,saml_d
SAML_000762,SAML_ACC_0287,SAML_ACC_0492,BANK_B,BANK_B,498904.06,2024-01-16 21:00:00,14,584773.2,41769.51,0.0,saml_d
SAML_000763,SAML_ACC_0475,SAML_ACC_0447,BANK_B,BANK_B,2459.9104,2024-01-16 21:30:00,13,147073.1,11313.314,0.0,saml_d
SAML_000764,SAML_ACC_0106,SAML_ACC_0099,BANK_A,BANK_A,29689.438,2024-01-16 22:00:00,9,84457.33,9384.147,0.1111,saml_d
SAML_000765,SAML_ACC_0129,SAML_ACC_0151,BANK_C,BANK_A,730.44006,2024-01-16 22:30:00,15,317845.8,21189.72,0.0667,saml_d
SAML_000766,SAML_ACC_0262,SAML_ACC_0438,BANK_C,BANK_C,2779.4907,2024-01-16 23:00:00,9,70221.59,7802.3994,0.1111,saml_d
SAML_000767,SAML_ACC_0011,SAML_ACC_0175,BANK_A,BANK_C,102909.09,2024-01-16 23:30:00,4,162163.9,40540.977,0.25,saml_d
SAML_000768,SAML_ACC_0162,SAML_ACC_0167,BANK_A,BANK_C,850.7054,2024-01-17 00:00:00,9,29852.615,3316.9573,0.0,saml_d
SAML_000769,SAML_ACC_0487,SAML_ACC_0343,BANK_C,BANK_C,111848.12,2024-01-17 00:30:00,10,302709.6,30270.96,0.0,saml_d
SAML_000770,SAML_ACC_0468,SAML_ACC_0410,BANK_C,BANK_C,12277.258,2024-01-17 01:00:00,9,96069.0,10674.333,0.1111,saml_d
SAML_000771,SAML_ACC_0447,SAML_ACC_0257,BANK_B,BANK_C,967.83966,2024-01-17 01:30:00,16,253797.45,15862.341,0.0625,saml_d
SAML_000772,SAML_ACC_0181,SAML_ACC_0398,BANK_C,BANK_B,10559.862,2024-01-17 02:00:00,9,45158.33,5017.592,0.1111,saml_d
SAML_000773,SAML_ACC_0213,SAML_ACC_0224,BANK_C,BANK_A,20849.992,2024-01-17 02:30:00,8,116924.195,14615.524,0.0,saml_d
SAML_000774,SAML_ACC_0469,SAML_ACC_0499,BANK_B,BANK_C,10338.3955,2024-01-17 03:00:00,6,22527.023,3754.504,0.0,saml_d
SAML_000775,SAML_ACC_0274,SAML_ACC_0368,BANK_B,BANK_B,128.96623,2024-01-17 03:30:00,14,168563.9,12040.279,0.1429,saml_d
SAML_000776,SAML_ACC_0021,SAML_ACC_0330,BANK_B,BANK_A,696.2617,2024-01-17 04:00:00,18,219622.55,12201.254,0.0556,saml_d
SAML_000777,SAML_ACC_0275,SAML_ACC_0065,BANK_B,BANK_A,1817.0376,2024-01-17 04:30:00,13,121875.06,9375.004,0.0,saml_d
SAML_000778,SAML_ACC_0260,SAML_ACC_0069,BANK_A,BANK_A,2568.6433,2024-01-17 05:00:00,14,165923.53,11851.681,0.0714,saml_d
SAML_000779,SAML_ACC_0333,SAML_ACC_0067,BANK_B,BANK_C,10314.895,2024-01-17 05:30:00,8,215739.22,26967.402,0.0,saml_d
SAML_000780,SAML_ACC_0466,SAML_ACC_0433,BANK_A,BANK_C,4253.094,2024-01-17 06:00:00,15,484562.22,32304.146,0.0,saml_d
SAML_000781,SAML_ACC_0116,SAML_ACC_0050,BANK_B,BANK_C,206.29585,2024-01-17 06:30:00,8,69631.3,8703.912,0.125,saml_d
SAML_000782,SAML_ACC_0413,SAML_ACC_0314,BANK_B,BANK_A,6376.6343,2024-01-17 07:00:00,14,58730.875,4195.0625,0.0,saml_d
SAML_000783,SAML_ACC_0025,SAML_ACC_0309,BANK_B,BANK_A,10108.899,2024-01-17 07:30:00,13,152028.6,11694.507,0.0,saml_d
SAML_000784,SAML_ACC_0440,SAML_ACC_0091,BANK_C,BANK_B,9132.373,2024-01-17 08:00:00,8,162711.53,20338.941,0.0,saml_d
SAML_000785,SAML_ACC_0333,SAML_ACC_0115,BANK_A,BANK_B,25888.69,2024-01-17 08:30:00,8,215739.22,26967.402,0.0,saml_d
SAML_000786,SAML_ACC_0254,SAML_ACC_0374,BANK_B,BANK_B,15801.25,2024-01-17 09:00:00,15,163433.3,10895.553,0.0667,saml_d
SAML_000787,SAML_ACC_0447,SAML_ACC_0057,BANK_C,BANK_B,7467.833,2024-01-17 09:30:00,16,253797.45,15862.341,0.0625,saml_d
SAML_000788,SAML_ACC_0411,SAML_ACC_0342,BANK_A,BANK_A,2590.6616,2024-01-17 10:00:00,10,39549.7,3954.97,0.1,saml_d
SAML_000789,SAML_ACC_0444,SAML_ACC_0018,BANK_A,BANK_C,107.56315,2024-01-17 10:30:00,15,207960.34,13864.022,0.0667,saml_d
SAML_000790,SAML_ACC_0211,SAML_ACC_0272,BANK_C,BANK_C,7039.106,2024-01-17 11:00:00,7,78569.88,11224.269,0.0,saml_d
SAML_000791,SAML_ACC_0305,SAML_ACC_0130,BANK_A,BANK_C,4515.97,2024-01-17 11:30:00,8,31800.066,3975.0083,0.0,saml_d
SAML_000792,SAML_ACC_0321,SAML_ACC_0495,BANK_C,BANK_C,5131.5225,2024-01-17 12:00:00,15,122860.87,8190.7246,0.0667,saml_d
SAML_000793,SAML_ACC_0422,SAML_ACC_0269,BANK_B,BANK_B,231.9456,2024-01-17 12:30:00,11,116959.2,10632.655,0.0909,saml_d
SAML_000794,SAML_ACC_0339,SAML_ACC_0429,BANK_C,BANK_A,343.05368,2024-01-17 13:00:00,7,38916.016,5559.4307,0.0,saml_d
SAML_000795,SAML_ACC_0436,SAML_ACC_0080,BANK_A,BANK_C,24496.994,2024-01-17 13:30:00,12,258514.17,21542.848,0.1667,saml_d
SAML_000796,SAML_ACC_0257,SAML_ACC_0456,BANK_A,BANK_A,2754.2205,2024-01-17 14:00:00,15,339165.6,22611.04,0.1333,saml_d
SAML_000797,SAML_ACC_0168,SAML_ACC_0299,BANK_B,BANK_B,11649.3,2024-01-17 14:30:00,10,146815.03,14681.502,0.2,saml_d
SAML_000798,SAML_ACC_0337,SAML_ACC_0456,BANK_C,BANK_B,3154.6624,2024-01-17 15:00:00,12,55401.484,4616.7905,0.0833,saml_d
SAML_000799,SAML_ACC_0021,SAML_ACC_0310,BANK_B,BANK_C,3163.7468,2024-01-17 15:30:00,18,219622.55,12201.254,0.0556,saml_d
SAML_000800,SAML_ACC_0086,SAML_ACC_0202,BANK_C,BANK_C,19468.783,2024-01-17 16:00:00,11,109972.19,9997.471,0.0909,saml_d
SAML_000801,SAML_ACC_0015,SAML_ACC_0225,BANK_C,BANK_B,1062.0015,2024-01-17 16:30:00,21,392911.0,18710.047,0.0476,saml_d
SAML_000802,SAML_ACC_0050,SAML_ACC_0159,BANK_C,BANK_B,3612.8115,2024-01-17 17:00:00,10,120909.44,12090.944,0.3,saml_d
SAML_000803,SAML_ACC_0487,SAML_ACC_0204,BANK_B,BANK_A,1182.5748,2024-01-17 17:30:00,10,302709.6,30270.96,0.0,saml_d
SAML_000804,SAML_ACC_0304,SAML_ACC_0137,BANK_B,BANK_B,1250.1359,2024-01-17 18:00:00,14,227943.98,16281.714,0.0,saml_d
SAML_000805,SAML_ACC_0487,SAML_ACC_0485,BANK_A,BANK_A,1606.2471,2024-01-17 18:30:00,10,302709.6,30270.96,0.0,saml_d
SAML_000806,SAML_ACC_0416,SAML_ACC_0073,BANK_B,BANK_B,4648.3496,2024-01-17 19:00:00,10,27916.41,2791.641,0.2,saml_d
SAML_000807,SAML_ACC_0305,SAML_ACC_0048,BANK_C,BANK_A,1144.2478,2024-01-17 19:30:00,8,31800.066,3975.0083,0.0,saml_d
SAML_000808,SAML_ACC_0196,SAML_ACC_0018,BANK_C,BANK_B,36735.992,2024-01-17 20:00:00,10,243058.28,24305.826,0.1,saml_d
SAML_000809,SAML_ACC_0364,SAML_ACC_0478,BANK_C,BANK_B,498.0923,2024-01-17 20:30:00,7,34537.64,4933.9487,0.0,saml_d
SAML_000810,SAML_ACC_0301,SAML_ACC_0480,BANK_B,BANK_A,2051.3567,2024-01-17 21:00:00,16,62162.047,3885.128,0.1875,saml_d
SAML_000811,SAML_ACC_0288,SAML_ACC_0488,BANK_A,BANK_A,1237.1157,2024-01-17 21:30:00,8,145760.7,18220.088,0.25,saml_d
SAML_000812,SAML_ACC_0388,SAML_ACC_0471,BANK_B,BANK_C,53849.9,2024-01-17 22:00:00,7,112647.836,16092.547,0.0,saml_d
SAML_000813,SAML_ACC_0245,SAML_ACC_0267,BANK_A,BANK_C,4416.53,2024-01-17 22:30:00,11,92264.2,8387.655,0.0,saml_d
SAML_000814,SAML_ACC_0449,SAML_ACC_0446,BANK_B,BANK_B,23474.947,2024-01-17 23:00:00,9,71812.6,7979.1777,0.0,saml_d
SAML_000815,SAML_ACC_0353,SAML_ACC_0340,BANK_C,BANK_B,152.7617,2024-01-17 23:30:00,14,105905.57,7564.683,0.0,saml_d
SAML_000816,SAML_ACC_0455,SAML_ACC_0019,BANK_A,BANK_A,5085.2554,2024-01-18 00:00:00,8,122114.52,15264.315,0.0,saml_d
SAML_000817,SAML_ACC_0201,SAML_ACC_0100,BANK_B,BANK_B,17663.605,2024-01-18 00:30:00,7,123682.52,17668.932,0.0,saml_d
SAML_000818,SAML_ACC_0193,SAML_ACC_0116,BANK_C,BANK_C,3514.203,2024-01-18 01:00:00,8,31330.031,3916.254,0.0,saml_d
SAML_000819,SAML_ACC_0336,SAML_ACC_0346,BANK_A,BANK_A,25108.477,2024-01-18 01:30:00,8,514895.94,64361.992,0.0,saml_d
SAML_000820,SAML_ACC_0146,SAML_ACC_0074,BANK_A,BANK_B,1059.363,2024-01-18 02:00:00,15,87670.94,5844.729,0.2,saml_d
SAML_000821,SAML_ACC_0310,SAML_ACC_0280,BANK_C,BANK_A,49945.86,2024-01-18 02:30:00,11,117981.67,10725.605,0.1818,saml_d
SAML_000822,SAML_ACC_0127,SAML_ACC_0269,BANK_C,BANK_C,295905.75,2024-01-18 03:00:00,7,314805.44,44972.207,0.0,saml_d
SAML_000823,SAML_ACC_0175,SAML_ACC_0125,BANK_B,BANK_C,1442.7739,2024-01-18 03:30:00,8,87658.266,10957.283,0.125,saml_d
SAML_000824,SAML_ACC_0134,SAML_ACC_0116,BANK_B,BANK_C,1222.9178,2024-01-18 04:00:00,12,578726.3,48227.19,0.25,saml_d
SAML_000825,SAML_ACC_0066,SAML_ACC_0174,BANK_C,BANK_B,54544.324,2024-01-18 04:30:00,13,150472.62,11574.817,0.1538,saml_d
SAML_000826,SAML_ACC_0393,SAML_ACC_0181,BANK_B,BANK_B,70202.86,2024-01-18 05:00:00,12,167523.02,13960.251,0.0,saml_d
SAML_000827,SAML_ACC_0452,SAML_ACC_0226,BANK_C,BANK_B,1047.6239,2024-01-18 05:30:00,10,171878.9,17187.89,0.0,saml_d
SAML_000828,SAML_ACC_0365,SAML_ACC_0157,BANK_C,BANK_B,1286.4302,2024-01-18 06:00:00,13,194137.58,14933.661,0.0769,saml_d
SAML_000829,SAML_ACC_0279,SAML_ACC_0164,BANK_B,BANK_B,1696.6836,2024-01-18 06:30:00,11,93642.61,8512.965,0.0,saml_d
SAML_000830,SAML_ACC_0246,SAML_ACC_0071,BANK_B,BANK_B,202.57272,2024-01-18 07:00:00,21,372251.84,17726.277,0.0,saml_d
SAML_000831,SAML_ACC_0363,SAML_ACC_0499,BANK_A,BANK_C,474.7062,2024-01-18 07:30:00,12,271347.88,22612.322,0.1667,saml_d
SAML_000832,SAML_ACC_0237,SAML_ACC_0222,BANK_A,BANK_C,400.1016,2024-01-18 08:00:00,7,30034.516,4290.645,0.0,saml_d
SAML_000833,SAML_ACC_0171,SAML_ACC_0126,BANK_B,BANK_B,641.88226,2024-01-18 08:30:00,9,235932.84,26214.76,0.0,saml_d
SAML_000834,SAML_ACC_0051,SAML_ACC_0145,BANK_B,BANK_C,2781.179,2024-01-18 09:00:00,13,29376.797,2259.7537,0.0769,saml_d
SAML_000835,SAML_ACC_0328,SAML_ACC_0176,BANK_B,BANK_A,4762.031,2024-01-18 09:30:00,11,284390.78,25853.707,0.0,saml_d
SAML_000836,SAML_ACC_0359,SAML_ACC_0461,BANK_A,BANK_B,66237.43,2024-01-18 10:00:00,9,100621.51,11180.168,0.1111,saml_d
SAML_000837,SAML_ACC_0153,SAML_ACC_0152,BANK_B,BANK_A,404.75903,2024-01-18 10:30:00,9,34740.184,3860.0205,0.1111,saml_d
SAML_000838,SAML_ACC_0080,SAML_ACC_0182,BANK_A,BANK_B,21346.537,2024-01-18 11:00:00,6,51915.16,8652.526,0.0,saml_d
SAML_000839,SAML_ACC_0419,SAML_ACC_0375,BANK_A,BANK_B,1943.0658,2024-01-18 11:30:00,10,136127.7,13612.771,0.2,saml_d
SAML_000840,SAML_ACC_0145,SAML_ACC_0479,BANK_A,BANK_C,2700.177,2024-01-18 12:00:00,18,105135.664,5840.87,0.0,saml_d
SAML_000841,SAML_ACC_0274,SAML_ACC_0347,BANK_A,BANK_A,11494.673,2024-01-18 12:30:00,14,168563.9,12040.279,0.1429,saml_d
SAML_000842,SAML_ACC_0155,SAML_ACC_0498,BANK_C,BANK_C,315.62537,2024-01-18 13:00:00,10,206749.11,20674.91,0.1,saml_d
SAML_000843,SAML_ACC_0399,SAML_ACC_0085,BANK_B,BANK_B,6404.906,2024-01-18 13:30:00,19,67009.98,3526.8408,0.0526,saml_d
SAML_000844,SAML_ACC_0337,SAML_ACC_0364,BANK_B,BANK_A,4158.478,2024-01-18 14:00:00,12,55401.484,4616.7905,0.0833,saml_d
SAML_000845,SAML_ACC_0363,SAML_ACC_0383,BANK_C,BANK_B,7981.6665,2024-01-18 14:30:00,12,271347.88,22612.322,0.1667,saml_d
SAML_000846,SAML_ACC_0325,SAML_ACC_0121,BANK_B,BANK_C,5315.2603,2024-01-18 15:00:00,13,176173.2,13551.785,0.1538,saml_d
SAML_000847,SAML_ACC_0336,SAML_ACC_0129,BANK_A,BANK_B,404578.2,2024-01-18 15:30:00,8,514895.94,64361.992,0.0,saml_d
SAML_000848,SAML_ACC_0143,SAML_ACC_0463,BANK_C,BANK_B,832.57227,2024-01-18 16:00:00,14,116077.85,8291.275,0.0,saml_d
SAML_000849,SAML_ACC_0298,SAML_ACC_0451,BANK_A,BANK_C,1030.713,2024-01-18 16:30:00,10,142700.66,14270.065,0.0,saml_d
SAML_000850,SAML_ACC_0494,SAML_ACC_0006,BANK_C,BANK_B,857.2409,2024-01-18 17:00:00,9,58171.59,6463.51,0.2222,saml_d
SAML_000851,SAML_ACC_0034,SAML_ACC_0334,BANK_A,BANK_A,981.4644,2024-01-18 17:30:00,11,1011089.7,91917.25,0.0,saml_d
SAML_000852,SAML_ACC_0304,SAML_ACC_0183,BANK_B,BANK_C,833.16003,2024-01-18 18:00:00,14,227943.98,16281.714,0.0,saml_d
SAML_000853,SAML_ACC_0467,SAML_ACC_0038,BANK_B,BANK_B,32145.67,2024-01-18 18:30:00,11,513506.06,46682.37,0.0,saml_d
SAML_000854,SAML_ACC_0392,SAML_ACC_0417,BANK_B,BANK_C,51072.86,2024-01-18 19:00:00,17,355891.62,20934.8,0.1176,saml_d
SAML_000855,SAML_ACC_0239,SAML_ACC_0116,BANK_C,BANK_B,951.9451,2024-01-18 19:30:00,6,163476.17,27246.03,0.0,saml_d
SAML_000856,SAML_ACC_0138,SAML_ACC_0102,BANK_B,BANK_C,564.1323,2024-01-18 20:00:00,14,132129.58,9437.827,0.0,saml_d
SAML_000857,SAML_ACC_0254,SAML_ACC_0008,BANK_C,BANK_C,7652.8325,2024-01-18 20:30:00,15,163433.3,10895.553,0.0667,saml_d
SAML_000858,SAML_ACC_0005,SAML_ACC_0218,BANK_A,BANK_A,987.87274,2024-01-18 21:00:00,6,81617.5,13602.917,0.0,saml_d
SAML_000859,SAML_ACC_0372,SAML_ACC_0207,BANK_B,BANK_C,10570.937,2024-01-18 21:30:00,10,37478.387,3747.8389,0.2,saml_d
SAML_000860,SAML_ACC_0176,SAML_ACC_0078,BANK_A,BANK_A,4473.1406,2024-01-18 22:00:00,11,519683.3,47243.94,0.0909,saml_d
SAML_000861,SAML_ACC_0373,SAML_ACC_0368,BANK_B,BANK_C,143.8127,2024-01-18 22:30:00,11,103269.266,9388.115,0.0909,saml_d
SAML_000862,SAML_ACC_0410,SAML_ACC_0404,BANK_A,BANK_C,65841.81,2024-01-18 23:00:00,11,194355.81,17668.71,0.0,saml_d
SAML_000863,SAML_ACC_0214,SAML_ACC_0055,BANK_C,BANK_B,108202.02,2024-01-18 23:30:00,9,153331.45,17036.828,0.2222,saml_d
SAML_000864,SAML_ACC_0364,SAML_ACC_0304,BANK_B,BANK_B,875.1739,2024-01-19 00:00:00,7,34537.64,4933.9487,0.0,saml_d
SAML_000865,SAML_ACC_0023,SAML_ACC_0467,BANK_C,BANK_B,1372.7852,2024-01-19 00:30:00,7,463507.3,66215.33,0.2857,saml_d
SAML_000866,SAML_ACC_0318,SAML_ACC_0440,BANK_C,BANK_C,5280.2607,2024-01-19 01:00:00,16,119850.41,7490.6504,0.0625,saml_d
